success,rt,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,response,slider_start,itemID,condition,tag,accuracy,participant_id,ctime
NA,3718,html-button-response,8,128909,0.0-0.0-2.0-6.0,"<p style='text-align:left'>Great, this is what you will be doing in the study. Let's begin.</p>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,5226,html-button-response,9,134137,0.0-1.0-0.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.008.jpeg>
              <p id=""context"">Two colleagues are talking about what happened at the company Christmas party.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,6525,html-button-response,10,140662,0.0-1.0-1.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.008.jpeg>
              <p id=""context"">Two colleagues are talking about what happened at the company Christmas party.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the impression that the party planning committee made an effort this year.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,6695,html-slider-response,11,147359,0.0-1.0-2.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.008.jpeg>
              <p id=""context"">Two colleagues are talking about what happened at the company Christmas party.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the impression that the party planning committee made an effort this year.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even with the catering.</p></div>
            </div>",100,50,1,notimpression,noteven,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,11286,html-button-response,12,158647,0.0-1.0-0.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,9749,html-button-response,13,168397,0.0-1.0-1.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my view that the coal miners talked to the press this week.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4709,html-slider-response,14,173108,0.0-1.0-2.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.012.jpeg>
              <p id=""context"">Two labor activitsts are discussing the developments during a strike in the mining industry.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my view that the coal miners talked to the press this week.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and the reporters understood why not.</p></div>
            </div>",24,50,12,notview,whynot,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,6021,html-button-response,15,179129,0.0-1.0-0.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two teachers are discussing their students' progress.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,18082,html-button-response,16,197212,0.0-1.0-1.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two teachers are discussing their students' progress.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the students in my class didn't improve their grades this semester.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4238,html-slider-response,17,201451,0.0-1.0-2.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.011.jpeg>
              <p id=""context"">Two teachers are discussing their students' progress.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the students in my class didn't improve their grades this semester.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even after extensive tutoring.</p></div>
            </div>",98,50,5,thinknot,noteven,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,11083,html-button-response,18,212534,0.0-1.0-0.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.013.jpeg>
              <p id=""context"">Two journalists are discussing the results of the recent international climate summit.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,13403,html-button-response,19,225938,0.0-1.0-1.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.013.jpeg>
              <p id=""context"">Two journalists are discussing the results of the recent international climate summit.</p>
              <div id=""initiative"" class=""utterance""><p>You're wrong that the delegates narrowed down possible target dates in the final resolution.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,3854,html-slider-response,20,229793,0.0-1.0-2.3,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.013.jpeg>
              <p id=""context"">Two journalists are discussing the results of the recent international climate summit.</p>
              <div id=""initiative"" class=""utterance""><p>You're wrong that the delegates narrowed down possible target dates in the final resolution.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and it's no mystery why not.</p></div>
            </div>",100,50,3,wrong,whynot,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,12165,html-button-response,21,241958,0.0-1.0-0.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two law students are discussing a precedent case study.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,9126,html-button-response,22,251085,0.0-1.0-1.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two law students are discussing a precedent case study.</p>
              <div id=""initiative"" class=""utterance""><p>The defendant had horrible representation.  Like the defense lawyer's closing statement really made an impact in this case.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,6217,html-slider-response,23,257302,0.0-1.0-2.4,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.005.jpeg>
              <p id=""context"">Two law students are discussing a precedent case study.</p>
              <div id=""initiative"" class=""utterance""><p>The defendant had horrible representation.  Like the defense lawyer's closing statement really made an impact in this case.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the testimonies.</p></div>
            </div>",100,50,6,like,neither,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,11684,html-button-response,24,268987,0.0-1.0-0.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,7530,html-button-response,25,276517,0.0-1.0-1.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
              <div id=""initiative"" class=""utterance""><p>I disagree that the volunteers performed many administrative tasks this month.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,3052,html-slider-response,26,279570,0.0-1.0-2.5,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.015.jpeg>
              <p id=""context"">Two board members of an NGO are discussing how things went in their organization during the past month.</p>
              <div id=""initiative"" class=""utterance""><p>I disagree that the volunteers performed many administrative tasks this month.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even simple scheduling tasks.</p></div>
            </div>",97,50,2,disagree,noteven,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,12967,html-button-response,27,292538,0.0-1.0-0.6,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.007.jpeg>
              <p id=""context"">Two journalists are following the developments in a high-profile scandal.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4942,html-button-response,28,297480,0.0-1.0-1.6,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.007.jpeg>
              <p id=""context"">Two journalists are following the developments in a high-profile scandal.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my opinion that the reporters interviewed the whistleblowers this morning.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,5992,html-slider-response,29,303473,0.0-1.0-2.6,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.007.jpeg>
              <p id=""context"">Two journalists are following the developments in a high-profile scandal.</p>
              <div id=""initiative"" class=""utterance""><p>It's not my opinion that the reporters interviewed the whistleblowers this morning.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the investigators.</p></div>
            </div>",17,50,10,notopinion,neither,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,5062,html-button-response,30,308535,0.0-1.0-0.7,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.010.jpeg>
              <p id=""context"">Two classical music enthusiasts discuss an event they attended together.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,19507,html-button-response,31,328044,0.0-1.0-1.7,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.010.jpeg>
              <p id=""context"">Two classical music enthusiasts discuss an event they attended together.</p>
              <div id=""initiative"" class=""utterance""><p>The musicians stopped playing very famous pieces. As if the pianists really played Beethoven sonatas at the competition.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,11699,html-slider-response,32,339744,0.0-1.0-2.7,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.010.jpeg>
              <p id=""context"">Two classical music enthusiasts discuss an event they attended together.</p>
              <div id=""initiative"" class=""utterance""><p>The musicians stopped playing very famous pieces. As if the pianists really played Beethoven sonatas at the competition.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and I think I can guess why not.</p></div>
            </div>",85,50,8,asif,whynot,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,3314,html-button-response,33,343059,0.0-1.0-0.8,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.001.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4800,html-button-response,34,347859,0.0-1.0-1.8,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.001.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
              <div id=""initiative"" class=""utterance""><p>I don't believe that the guests at our yearly banquet received champagne as an aperitif.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,6726,html-slider-response,35,354587,0.0-1.0-2.8,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.001.jpeg>
              <p id=""context"">Two event organizers are talking about a recent fundraiser.</p>
              <div id=""initiative"" class=""utterance""><p>I don't believe that the guests at our yearly banquet received champagne as an aperitif.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the organizers.</p></div>
            </div>",100,50,14,notbelieve,neither,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4755,html-button-response,36,359342,0.0-1.0-0.9,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.009.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4642,html-button-response,37,363985,0.0-1.0-1.9,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.009.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the feeling that the pharmacists discussed potential side effects of the medicine at the conference.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4236,html-slider-response,38,368222,0.0-1.0-2.9,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.009.jpeg>
              <p id=""context"">Two medical researchers are discussing what happened at a recent conference.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the feeling that the pharmacists discussed potential side effects of the medicine at the conference.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the association of medical doctors.</p></div>
            </div>",97,50,15,notfeeling,neither,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,33360,html-button-response,39,401582,0.0-1.0-0.10,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.014.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,63676,html-button-response,40,465258,0.0-1.0-1.10,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.014.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
              <div id=""initiative"" class=""utterance""><p>It's just a rumor that the warehouse crew received benefits in this period.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,3097,html-slider-response,41,468356,0.0-1.0-2.10,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.014.jpeg>
              <p id=""context"">Two union representatives are discussing some concerns that have been raised by the employees of a car factory.</p>
              <div id=""initiative"" class=""utterance""><p>It's just a rumor that the warehouse crew received benefits in this period.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even their basic health insurance.</p></div>
            </div>",100,50,4,rumor,noteven,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,2940,html-button-response,42,471296,0.0-1.0-0.11,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.003.jpeg>
              <p id=""context"">Two tax consultants are discussing tax regulations for public institutions.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4582,html-button-response,43,475879,0.0-1.0-1.11,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.003.jpeg>
              <p id=""context"">Two tax consultants are discussing tax regulations for public institutions.</p>
              <div id=""initiative"" class=""utterance""><p>I don't think that the public universities had to follow the new tax laws.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,3674,html-slider-response,44,479554,0.0-1.0-2.11,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.003.jpeg>
              <p id=""context"">Two tax consultants are discussing tax regulations for public institutions.</p>
              <div id=""initiative"" class=""utterance""><p>I don't think that the public universities had to follow the new tax laws.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and the lawyers explained why not.</p></div>
            </div>",99,50,13,notthink,whynot,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,50807,html-button-response,45,530361,0.0-1.0-0.12,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two guests at a soccer match are discussing the players pre-game routine.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,8181,html-button-response,46,538543,0.0-1.0-1.12,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two guests at a soccer match are discussing the players pre-game routine.</p>
              <div id=""initiative"" class=""utterance""><p>I heavily doubt that the home team warmed up their muscles before the game.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4417,html-slider-response,47,542960,0.0-1.0-2.12,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.006.jpeg>
              <p id=""context"">Two guests at a soccer match are discussing the players pre-game routine.</p>
              <div id=""initiative"" class=""utterance""><p>I heavily doubt that the home team warmed up their muscles before the game.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, not even for five minutes.</p></div>
            </div>",100,50,11,doubt,noteven,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,15629,html-button-response,48,558590,0.0-1.0-0.13,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,5017,html-button-response,49,563607,0.0-1.0-1.13,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
              <div id=""initiative"" class=""utterance""><p>It's a lie that the new daytime drama on TV grew its viewership last month.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,26054,html-slider-response,50,589663,0.0-1.0-2.13,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.004.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
              <div id=""initiative"" class=""utterance""><p>It's a lie that the new daytime drama on TV grew its viewership last month.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the news shows.</p></div>
            </div>",100,50,9,lie,neither,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,24428,html-button-response,51,614092,0.0-1.0-0.14,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.002.jpeg>
              <p id=""context"">Two members of the administrative staff at a wildlife reserve are discussing animal care.</p>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,4589,html-button-response,52,618681,0.0-1.0-1.14,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.002.jpeg>
              <p id=""context"">Two members of the administrative staff at a wildlife reserve are discussing animal care.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the park rangers fed the lions this morning.</p></div>
            </div>",0,NA,NA,NA,NA,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,9651,html-slider-response,53,628334,0.0-1.0-2.14,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.002.jpeg>
              <p id=""context"">Two members of the administrative staff at a wildlife reserve are discussing animal care.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the park rangers fed the lions this morning.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and I can imagine why not.</p></div>
            </div>",15,50,7,think,whynot,NA,8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
NA,15230,survey,54,643625,0.0-2.0-0.0,NA,"{""P0_Q0"":null,""age"":""53"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",NA,NA,NA,NA,[],8069cb6d-91ef-45cc-b9f0-8362251289b9,2023-11-20 23:06:13 CET
TRUE,4262,fullscreen,0,5286,0.0-0.0-0.0,NA,NA,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,7116,html-button-response,1,12405,0.0-0.0-1.0,"<p style='text-align:left'>In this experiment, you will read short conversations between two people. The first person always makes a statement, and the second responds to the first. We ask you to rate how natural the response to the statement is, on a slider from 'totally unnatural' to 'totally natural'.</p>          <p style='text-align:left'>In rating the responses, you should consider whether you might use these sentences or whether you think others might use them. There are no right or wrong answers here beyond your own intuition. You should answer each question as quickly as you can, but without rushing. Don't worry, this will be easy, and you will get a chance to practice this.</p>          <p style='text-align:left'> At the end of the experiment, we ask you some demographic questions (age, gender, native language).</p>          <h4>Consent to participate:</h4>          <p style='text-align:left' font size=""1""> By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. Participation in this study should not consume more than 5 minutes of your time, and there are no risks or discomforts expected to result from participation. You are free to withdraw from this experiment at any time without penalty. Your data will be collected and treated anonymously and confidentially. It may be used for any subsequent data analysis and / or publication of results based on this experiment, and stored in electronic format indefinitely. If you have any questions, you may contact the requester through Prolific's platform, or directly at ac140440@uni-stuttgart.de.</p>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,9812,html-button-response,2,22219,0.0-0.0-2.0-0.0,"<p style='text-align:left'>Okay, so let's start with our practice round. You will see a picture showing a situation where there is an imagined conversation between two people, and a sentence that describes the context of the conversation.</p>            <p style='text-align:left'> You should read the sentence and then press continue. Let's try it out.</p>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4049,html-button-response,3,26269,0.0-0.0-2.0-1.0,<div id='wrapper'><img id='scene' src='images/scenes.001.jpeg'><p id='context'>Two neighbors are discussing the healthcare costs in their local community.</p>,0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3858,html-button-response,4,30128,0.0-0.0-2.0-2.0,"<p style='text-align:left'>Then, you will see the first part of the conversation. It will show up as a statement in the first speech bubble.</p>            <p style='text-align:left'> As before, just read this statement, and press continue.</p>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,6827,html-button-response,5,36956,0.0-0.0-2.0-3.0,<div id='wrapper'><img id='scene' src='images/scenes.001.jpeg'><p id='context'>Two neighbors are discussing the healthcare costs in their local community.</p><div id='initiative' class='utterance'><p>The dentists in this town didn't charge the private patients a lot of money last year.</p></div>,0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,6616,html-button-response,6,43574,0.0-0.0-2.0-4.0,"<p style='text-align:left'>Finally, you will read the response. Now, you will be asked to give a rating of how natural the response sounds as a reaction to the first statement.</p>            <p style='text-align:left'> Read the response, adjust the slider to reflect how natural the sentence sounds to you, and then press continue.</p>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,11268,html-slider-response,7,54844,0.0-0.0-2.0-5.0,"<div id='wrapper'><img id='scene' src='images/scenes.001.jpeg'><p id='context'>Two neighbors are discussing the healthcare costs in their local community.</p><div id='initiative' class='utterance'><p>The dentists in this town didn't charge the private patients a lot of money last year.</p></div><div id='response' class='utterance'><p>Yeah, not even the most greedy ones.</p></div>",24,50,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1377,html-button-response,8,56222,0.0-0.0-2.0-6.0,"<p style='text-align:left'>Great, this is what you will be doing in the study. Let's begin.</p>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,2727,html-button-response,9,58950,0.0-1.0-0.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.013.jpeg>
              <p id=""context"">Two members of the administrative staff at a wildlife reserve are discussing animal care.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,3861,html-button-response,10,62813,0.0-1.0-1.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.013.jpeg>
              <p id=""context"">Two members of the administrative staff at a wildlife reserve are discussing animal care.</p>
              <div id=""initiative"" class=""utterance""><p>The outdoor staff have been slacking off recently. As if the park rangers really fed the lions this morning.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,12768,html-slider-response,11,75584,0.0-1.0-2.0,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.013.jpeg>
              <p id=""context"">Two members of the administrative staff at a wildlife reserve are discussing animal care.</p>
              <div id=""initiative"" class=""utterance""><p>The outdoor staff have been slacking off recently. As if the park rangers really fed the lions this morning.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and neither did the deputy wardens.</p></div>
            </div>",31,50,7,asif,neither,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,1726,html-button-response,12,77311,0.0-1.0-0.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.003.jpeg>
              <p id=""context"">Two teachers are discussing their students' progress.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,4349,html-button-response,13,81661,0.0-1.0-1.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.003.jpeg>
              <p id=""context"">Two teachers are discussing their students' progress.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the students in my class didn't improve their grades this semester.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,5046,html-slider-response,14,86708,0.0-1.0-2.1,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.003.jpeg>
              <p id=""context"">Two teachers are discussing their students' progress.</p>
              <div id=""initiative"" class=""utterance""><p>I think that the students in my class didn't improve their grades this semester.</p></div>
              <div id=""response"" class=""utterance""><p>Yeah, and we need to figure out why not.</p></div>
            </div>",54,50,5,thinknot,whynot,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,2276,html-button-response,15,88986,0.0-1.0-0.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.014.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
NA,5734,html-button-response,16,94722,0.0-1.0-1.2,"
            <div id=""wrapper"">
              <img id=""scene"" src=images/scenes.014.jpeg>
              <p id=""context"">Two television executives are discussing the success of the shows on their channel.</p>
              <div id=""initiative"" class=""utterance""><p>I don't get the feeling that the new daytime drama on TV grew its viewership last month.</p></div>
            </div>",0,NA,NA,NA,NA,NA,47f02322-0042-4905-8a7b-ad0b0d96bcb6,2023-11-20 23:10:59 CET
